Doc,Topic,Doc_ID
"""Non rispetta le regole dell'Islam"", marito minaccia di darle fuoco. Immigrato arrestato nel bresciano per maltrattamenti e lesioni.",64,33466
Posizione di Renzi su ISIS?  NON FARE NULLA sperando che i tagliagole non ci colpiscano. E' VIGLIACCHERIA! VIDEO>  https://www.facebook.com/salviniofficial/videos/10153420596913155/ …,64,33483
#Salvini: Isis? Renzi ha deciso di non decidere. A me la guerra non piace ma l'unica risposta sono le armi. @Mix24_r24,64,33493
"#BOLDRINI: ""Ogni bomba su Siria è un aiuto a chi fomenta terrorismo"". Attacchiamo ISIS coi fiori? Mandiamo la Boldrini a dialogare con loro?",64,33501
"#Salvini: Prima di concedere mezzo metro quadro per una moschea voglio sapere chi PAGA, chi FREQUENTA e chi PREDICA! #portaaporta",64,33509
#Salvini: Che il Corano sia tutta questa pace non mi sembra che l'abbiano capito proprio tutti! #portaaporta,64,33510
"ISIS rivendica strage in California. killer aveva a casa un manuale Al Qaeda e bombe. Media hanno paura di parlare di ""terrorismo ISLAMICO"".",64,33547
"#Salvini: Ecco il fenomeno che dice che se vince Salvini, arriva l'ISIS.. #Dallavostraparte pic.twitter.com/5Io5Fj47d4",64,33571
Pare che uno dei due terroristi avesse contatti col terrorismo internazionale. ASSASSINI ISLAMICI. #California pic.twitter.com/ATsRSIg1lH,64,33576
L’ISIS è FANATISMO. Nessuno ama l’intervento militare? Gli mandiamo dei fiorellini o la Boldrini a dialogare?  http://m.ilgiornale.it/news/2015/12/02/salvini-boldrini-a-dialogare-con-lisis/1200532/ …,64,33586
#Salvini: quante chiese ci sono in Arabia Saudita? Posso chiedere che chi viene qui rispetti nostra cultura e diritti delle donne? #agorarai,64,33590
#Salvini: nemmeno mezzo mq di spazio a moschee in Italia finché Islam non firmerà Dichiaraz. diritti uomo. #agorarai pic.twitter.com/jVo3mOPkbd,64,33591
"#Salvini: Isis è equiparabile al nazismo, va attaccato militarmente. O mandiamo la Boldrini a dialogare? #agorarai pic.twitter.com/PZQEH5ogt6",64,33592
"#Salvini: con Assad tolleranza per fedi diverse era garantita, pur con i problemi di diritti umani che c'erano in Siria. #ottoemezzo",64,33614
"#Salvini: mentre noi dormiamo, i francesi stanno bombardando l'Isis. Io prima di essere attaccato, attaccherei. #ottoemezzo",64,33620
"#Salvini: intanto quelli dell'Isis occupano metà della Siria e si stanno prendendo la Libia, ci stanno arrivando in casa! #ottoemezzo",64,33628
"#Salvini: l'Isis è come il nazismo, va trattato come tale. Ai tagliagole non si risponde con i fiorellini! #ottoemezzo",64,33629
"#Salvini: ""togliere"" è segno di debolezza, è un favore all'Isis. Aggiungere altre feste, altre culture, NON togliere! #ottoemezzo",64,33635
"Controlli, espulsioni, verifica delle realtà islamiche. #iononhopaura dei terroristi, io ho paura degli incapaci. pic.twitter.com/DDDXIixbtC",64,33673
#Salvini: non ho paura del terrorismo ma di chi fa finta di niente. Isis si sconfigge con le maniere forti! #ballarò pic.twitter.com/rqRe9xGeMa,64,33686
"Io non ho paura dell'ISIS, io ho paura di qualche ""italiano"". #ballarò pic.twitter.com/8rgXOY6dzO",64,33693
"#Salvini: ""ripudia la guerra"", lei... anche io la ripudio, ma all'ISIS mandiamo le uova di Pasqua??? #ballarò pic.twitter.com/wMMMevizo9",64,33694
#Salvini: intervenire militarmente in Siria per cancellare Isis da faccia della Terra! Con Hitler si doveva dialogare??? @radioanchio,64,33709
"#Salvini: non chiamiamoli islamici? Uccidono in nome di Allah, come li chiamiamo: ""terroristi marziani""? #mattino5 pic.twitter.com/fdqu2CxFFY",64,33720
"#Salvini: in Italia la donna ha gli stessi diritti dell'uomo, e non ti do nemmeno mezza moschea se non ti dichiari d'accordo! #mattino5",64,33721
#Salvini: quante volte ho detto: occhio che un certo tipo di Islam e un'immigrazione senza controllo porta rischi. #mattino5,64,33724
"Quanto ""Islam moderato"" manifesta contro il terrorismo? Quattro gatti con le idee confuse... Questo Islam è compatibile con Democrazia?",64,33731
"""Se #Salvini diventa Presidente, l'ISIS arriverà in Italia!"" dice questo rappresentante islamico. VIDEO > https://www.facebook.com/salviniofficial/videos/10153386565948155/?permPage=1 …",64,33737
#Salvini: Finchè l'ISLAM non matura è UN PROBLEMA! Io non lascio nemmeno un metro di spazio a questa INCULTURA! #Dallavostraparte,64,33743
"#Salvini: La maggior parte degli islamici sono persone perbene, ma solo nel nome dell'ISLAM oggi si BRUCIANO VIVE PERSONE! #Dallavostraparte",64,33745
"""Chi semina democrazia, raccoglie SHARIA"". Parole di Oussama Khachia, nordafricano ESPULSO per propaganda ISIS. pic.twitter.com/WqWgOOzZ8K",64,33758
"#Salvini: Una certa interpretazione dell'Islam è COMPATIBILE con la LIBERTÀ, con la DEMOCRAZIA, con i nostri VALORI? #lagabbia",64,33773
"#Salvini: Boldrini ha invitato imam, che sostiene che ISRAELE deve essere eliminato, alla CAMERA a tenere una lezione magistrale. #LaGabbia",64,33782
"#Salvini: #Iononhopaura dei terroristi, mi spaventano i musulmani che non condannano gli attentati! #LaGabbia pic.twitter.com/fnqD3COz6l",64,33786
"#Salvini: l'Isis lo attacchi con le uova di Pasqua, i panettoni, i fiorellini??? #coffeebreakla7",64,33794
#Salvini: non voglio lasciare ai miei figli futuro di angoscia e schiavitù. Isis va abbattuto con la forza. #ballarò pic.twitter.com/kfsyXFYNml,64,33806
"#Salvini: musulmani perbene, fatevi vedere e sentire di più contro l'estremismo islamico, lo fate troppo poco! #ballarò",64,33809
#Salvini: qual è alternativa a azione militare? C'è una persona NORMALE che pensa poter dialogare con Isis? #Ballarò pic.twitter.com/oS8JZoHPge,64,33821
#Salvini: io al posto di #Renzi? Appoggerei Stati che stanno intervenendo militarmente. E all'Isis van tolti i soldi del petrolio. #ballarò,64,33823
"#Salvini: non mi fanno paura i terroristi, ma gli ipocriti e i vigliacchi, chi per convenienza su terrorismo islamico sta zitto! #ballarò",64,33824
"#Salvini: Isis come Hitler, sono la stessa cosa. Se nel nome di un ipocrita pacifismo non si interviene, si diventa COMPLICI. #ballarò",64,33827
#Salvini: guerra non piace a nessuno ma l'Isis non lo fermi con i fiorellini. Lo devi estirpare dalla faccia della Terra. #ballarò,64,33828
#Salvini: mi piacerebbe tutte le potenze compresi i Paesi arabi (spesso complici dei carnefici) intervenissero insieme contro Isis #ballarò,64,33829
"#Salvini: su ISIS serve scegliere: o di qua o di là. Russia ha scelto, Francia ha scelto, Italia un po' sì, un po' no. #ballarò",64,33831
"PUTIN: ""Contro l'ISIS tutti uniti, come contro Hitler"". Renzi:""Chiudere le frontiere non serve"". Pazzesco. #Salvini pic.twitter.com/583g0xqsEj",64,33835
#Salvini: ci sono addirittura comitati contro la Divina Commedia... non è questo l'Islam accettabile #unomattina,64,33841
"#Salvini: in un Paese normale abusivismo e clandestinità non esisterebbero. Moschee? Non problema religioso, ma controllarle. #unomattina",64,33843
#Salvini: in Francia hanno capito che ISIS ci ha dichiarato guerra e va bombardato. #unomattina pic.twitter.com/rxhtz1G5MP,64,33848
Perché Paesi Islamici non firmano Dichiarazione Universale dei Diritti dell'Uomo? La dignità delle donne? Che dice la Boldrina? #Salvini,64,33871
"#Salvini: Uomo e Donna hanno stessi diritti e stessi doveri! Per gran parte del mondo islamico non è cosi, avvisate la Bordini! #virusrai2",64,33872
"#Salvini: Se dico che i terroristi islamici vanno sradicati dalla faccia della terra, sono uno sciacallo? #virusrai2",64,33878
"#Salvini:Se paesi islamici non sottoscrivono dichiarazione universale dei diritti dell'uomo, non concedo loro neanche mezzo metro!#virusrai2",64,33881
#Salvini: Serve una reazione forte ed evidente da parte dell'islam moderato! #virusrai2,64,33882
#Salvini: L'ISIS VA FERMATO CON LE ARMI! #DomenicaLive,64,33904
#Salvini: Non tutti gli islamici sono terroristi! #DomenicaLive,64,33905
"#Salvini: Serve controllare frontiere, case popolari occupate abusivamente da migliaia di immigrati, dichiarare guerra a ISIS! #DomenicaLive",64,33908
"""Le moschee devono rispettare le regole, come tutti gli altri luoghi di culto"", ma l'islamico in studio protesta... #dallavostraparte",64,33919
"#Salvini: Le marce non fermano l'ISIS, non voglio che qualcuno si lavi la coscienza facendone una della pace. #Portaaporta",64,33930
Usa anche tu: #iononhopaura  Il silenzio è complice del terrorismo. #Parigi #FranceUnderAttack,64,33956
"Il silenzio è complice del terrorismo. Fai girare la VERITÀ! Grazie, Oriana. #iononhopaura  https://youtu.be/EYBI7mHXwHo  #Parigi #Isis #Fallaci",64,33961
#Salvini: Bisogna andare in Siria a combattere e fermare i taglia-gole islamici. Fermiamoli prima che arrivino qua! #Agorarai,64,33999
"#Salvini: L'ISIS va fermato, altrimenti arriva qua! #OpenSpace @OpenSpaceIT",64,34345
"#Salvini: con ISIS, quelli che bruciano vivi uomini, li impiccano, fanno esplodere bambini di 9 anni, si usa diplomazia? @transatlantic24",64,34611
"7 ottobre 1571, Cristianità unita sconfisse a LEPANTO le armate ISLAMICHE, salvando l'Occidente dall'Islamizzazione. pic.twitter.com/ttpkLk82MA",64,34616
"In Italia, in Europa e nella NATO ci sono persone che tifano per l'ISIS. Pazzesco. Perchè secondo voi?",64,34625
#Salvini: A Schio i bimbi islamici minacciavano di morte i compagni di classe durante l'intervallo. #PortaaPorta,64,34631
"Capito che bella INTEGRAZIONE??? Stop all'Islamizzazione, subito. pic.twitter.com/ZkzJIWreaD",64,34673
"#Salvini: togliere embargo alla Siria, subito, aiutando chi combatte l'ISIS. O vogliamo svuotarla? #agorarai pic.twitter.com/MnK964t7kP",64,34959
"#Salvini: L'ISIS va sterminato, non c'è da dialogare! #PortaaPorta",64,34968
#Salvini: Perché la comunità internazionale dorme quando c'è di mezzo il terrorismo islamico? Perché dorme in Siria? #PortaaPorta,64,34969
"#Salvini: con certa gente che ci ritiene infedeli impossibile dialogare, con l'ISIS preferisco bombardare! #cittadella15",64,35013
#Salvini: mons. Biffi: il vero cristiano NON dialoga con tutti. Ricordo quel genio dei #M5S che voleva dialogare con ISIS...! #cittadella15,64,35014
11 SETTEMBRE. Una preghiera per le vittime degli attacchi islamici alle Torri Gemelle. #NeverForget911 #NeverForget #Salvini,64,35057
"#Salvini: in Siria morte 240mila persone nel menefreghismo totale, massacrate da terroristi islamici. VIA LE SANZIONI! #Ballarò",64,35104
ANNIENTARE i terroristi islamici! Siete d'accordo? #Salvini  http://www.tempi.it/se-siamo-uomini-e-non-bestie-perche-non-togliamo-embargo-alla-siria … [@Tempi_it],64,35118
#Salvini: ISIS si vanta di aver infiltrato 4.000 uomini tra i migranti... #quintacolonna  http://www.express.co.uk/news/world/555434/Islamic-State-ISIS-Smuggler-THOUSANDS-Extremists-into-Europe-Refugees …,64,35141
"#Salvini: in Siria guerra da 3 anni, non ha il petrolio e se ne fregano. Togliamo le sanzioni alla Siria che combatte l'ISIS. #quintacolonna",64,35142
"#Salvini: Vogliamo combattere il terrorismo islamico e sopra Roma vola un elicottero senza permessi, se avessero sganciato bombe? #inOndaLa7",64,35311
#Salvini: tra Assad e i tagliagole dell'Isis scelgo il primo come male minore e gli darei strumenti per annientarli. #inondala7,64,35606
Primo passo contro terrorismo è dire no a richieste vaneggianti di gruppi islamici oltranzisti. #Salvini #inonda #Lega @matteosalvinimi,64,35697
"L'Islam ""moderato"" e tollerante, secondo voi esiste? #portaaporta @RaiPortaaPorta #Salvini",64,35721
"#Salvini: chi non riconosce che il pericolo è nell'Islam è pericoloso per sé e per gli altri, lo dico al signore 'barbuto' #dallavostraparte",64,35731
"#Salvini: l'Islam deve maturare, isolando estremisti, riconoscendo uguaglianza uomo-donna e possibilità cambio religione. #dallavostraparte",64,35732
Alcuni islamici sarebbero da ricoverare! E da espellere. #dallavostraparte,64,35734
#Salvini: è in atto una guerra di conquista nel nome del Dio dell'Islam e casa nostra la DIFENDIAMO! #dallavostraparte,64,35736
#Salvini: che nel 2015 si ammazzi nel nome di un Dio è roba da matti. Una parte di Islam ha dichiarato guerra al mondo. #dallavostraparte,64,35740
"Terrorismo islamico: 20 morti in Tunisia, altri 15 in Kuwait. Combattere estremismo islamico, ovunque e con ogni mezzo! #Salvini #Lega",64,35743
"Prima TESTA TAGLIATA nel nome dell'#Isis in Europa, a Lione. Ma noi abbiamo #Renzi e #Alfano che ci proteggono... #Salvini",64,35745
#Salvini: i missili di chi vuole fare una nuova guerra in Europa sappiamo noi dove infilarglieli! #pontida15,64,35800
"Prego per 150 studenti, quasi tutti cristiani, uccisi in Kenya da terroristi islamici. Ammazzare perché ""infedeli"": roba da matti #virusrai2",64,36863
Brognoligo: parroco difende apertura di Centro Islamico.Perché alcuni non capiscono che per molti islamici siamo nemici INFEDELI?? #Salvini,64,37107
"Come pensiamo di fare guerra all'#ISIS e a milioni di esaltati, se non riusciamo neanche a riportare a casa i nostri #Marò??? #Salvini #Lega",64,37442
In nome di Allah viene uccisa troppa gente nel mondo: inquietante che a tanti musulmani cosiddetti moderati sembri normale! #Salvini #Matrix,64,37455
#Islam per troppa gente non è solo religione ma legge incompatibile con le nostre libertà! #Salvini #Lega #Matrix @MatrixCanale5,64,37456
"L'#ISIS sta organizzando sbarco di 200.000 IMMIGRATI. #Renzi e #Alfano? Collaborano, mettendo a disposizione navi e alberghi! #Salvini #Lega",64,37490
Per la sinistra priorità è aprire nuove moschee... Per #Lega emergenza è #LAVORO per italiani! #renziacasa #Salvini https://www.youtube.com/watch?v=I3qwVZHCcE4 …,64,37571
"#ISIS ammette che, controllando #Libia, può infiltrare TERRORISTI fra #clandestini che sbarcano in Italia. #Renzi, sveglia!!! #Salvini #Lega",64,37710
"Terroristi #ISIS invitano a ""colpire ovunque in Europa"", minacciano ""appuntamento a Roma"". Controllare, espellere, prevenire! #Salvini #Lega",64,37734
"#TREVISO, islamici chiedono spazio per ""corsi di arabo per trevigiani"" e ""corsi di convivenza per musulmani"". Manca giusto questo! #Salvini",64,37779
Non accetto che un musulmano non voglia farsi curare da un medico donna. #chetempochefa #Salvini,64,37871
"Islam non ha portavoce, se non autoproclamati. Firmino Dichiarazione diritti con parità uomo-donna. #chetempochefa #Salvini",64,37872
"Controllare chi finanzia moschee e luoghi di culto islamici, ad esempio se è Arabia Saudita #chetempochefa #Salvini #charliehebdo",64,37873
"L'Islam interpretato in maniera fanatica È un problema, non è una religione come le altre. #chetempochefa #Salvini",64,37875
Dialogo? Islamismo moderato? Tutta ipocrisia. Un articolo da condividere.  http://www.vittoriomessori.it/blog/2015/01/14/la-vera-radice-dellestremismo/ … #Salvini #Lega @matteosalvinimi,64,37918
Da #Europa partiti migliaia di terroristi verso #Siria. Quando torneranno vanno arrestati subito! #Salvini #Lega #dimartedì @matteosalvinimi,64,37930
"Un certo tipo di #Islam è un pericolo per tutti, occorre il coraggio di dirlo. #Salvini #Lega @matteosalvinimi #dimartedì #La7",64,37931
"Familiari di Maria Giulia-Fatima, convertita a #Islam ora in guerra in Siria, si dicono orgogliosi. Con questi dovremmo dialogare? #Salvini",64,37940
"DIALOGO con #Islam? Finché certi Stati rifiutano di firmare Dichiarazione Universale dei Diritti dell'Uomo, DI CHE STIAMO PARLANDO? #Salvini",64,37952
"""Dobbiamo impedire che destra cresca"" dice studente a Radio Popolare. Problema non sarebbe terrorismo islamico ma #Lega... assurdo! #Salvini",64,37960
Pena di morte per i terroristi? Io dico di no. Per loro vorrei ERGASTOLO vero e LAVORI FORZATI. #Salvini #Lega @matteosalvinimi,64,37963
"Uccisi gli assassini islamici. Mi spiace perché, vivi, sarebbero stati costretti a parlare. Occhi aperti, battaglia non è finita. #Salvini",64,37966
"Non tutti islamici sono terroristi, per fortuna. Ma troppi vogliono imporre con violenza modo di vivere incompatibile con Libertà. #Salvini",64,37972
"Altri morti uccisi da #terrorismo islamico, giornalisti ammazzati in Libia, villaggi incendiati in Nigeria. Sveglia, o sarà tardi! #Salvini",64,37979
Nel 2015 dire che la donna vale meno dell'uomo perché è scritto nel Corano è follia! #Salvini #Lega @matteosalvinimi #skytg24 @SkyTG24,64,37982
Prima di dare ok a moschee o centri islamici esigo verifiche accurate su quali idee vi si vogliono predicare. #Salvini #Lega #TgLa7 @TgLa7,64,37995
"Padova, immigrati islamici rifiutano di farsi curare da medici donna. Secondo voi questo Islam è compatibile con la nostra cultura? #Salvini",64,38232
Nemmeno una moschea va costruita per chi non riconosce diritti delle donne! Fatevele a casa vostra! #stopinvasione #Lega #Salvini,64,39064
"Il pericolo è l’estremismo islamico. Con #PUTIN si dialoga, non si gioca alla guerra! #Salvini #Lega @matteosalvinimi",64,39210
"Fermiamo fondamentalismo islamico, altro che guerra a #Putin o far aprire nuove #moschee. No a #invasione, stop #MareNostrum! #Salvini #Lega",64,39415
"Messaggio di ""Stato Islamico"" via Twitter: ""UCCIDETE miscredenti ovunque nel mondo"". Capito qual è il vero nemico pubblico? #Salvini #Lega",64,39416
"Documento rilasciato da ISIS a stranieri garantisce che non siano ""frustati, CROCIFISSI o violentati"" purché non infrangano Sharia. Assurdo!",64,39478
"Doveroso fermare predicatori di violenza:  più controlli su moschee, e imam predichino in lingua italiana! #Salvini #Piazzapulita #Lega",64,39479
"ISIS vuole imporre proprio modo di vivere a tutto il mondo. Armare i curdi sì, ma non basta. #Salvini #Lega @PiazzapulitaLA7 #Piazzapulita",64,39485
"Terroristi islamici hanno DECAPITATO un reporter. E alcuni politici ""li capiscono""… Nessuno spazio, comprensione o moschea per questa gente",64,39665
"Migliaia di europei combattono con gli estremisti islamici in Medio Oriente. Nessuno spazio al fanatismo islamico, la #Lega non si arrende!",64,39669
"Iraq, donne e bambini sepolti vivi perché cristiani. E in Italia certi ""furbi"" vogliono le moschee. Folli, rileggetevi la Fallaci! #Salvini",64,39695
Con la #Lega per dire NO ALLA MOSCHEA a Cantù. E voi volete una bella moschea sotto casa vostra??? @matteosalvinimi pic.twitter.com/vBSEM105Dl,64,40391
#Salvini: a un certo tipo di Islam non lascerò mezzo metro quadrato #clandestinoèreato,64,40410
"Notizie di INTEGRAZIONE dal Mondo. Strage ISLAMICA in Kenya, 43 morti in un albergo. Kamikaze ISLAMICO in...  http://fb.me/21ZU4ENsr",64,42351
Oggi la sciura Kyenge ha visitato la Moschea di Roma. Effettivamente è una PRIORITÀ per gli italiani. Pare...  http://fb.me/2r0BeJKA2,64,42483
"Sbarcati 95 CLANDESTINI SIRIANI a Siracusa. Se Stati Uniti, Gran Bretagna e Francia lanceranno missili da quelle...  http://fb.me/2ujEEn5Xe",64,42491
"Se il signor OBAMA sgancerà una sola BOMBA contro la Siria, dovrebbero ritirargli il NOBEL per la PACE. Che ne...  http://fb.me/2FuRIRMY1",64,42503
"In SIRIA i ""ribelli"" ultrà islamici hanno sgozzato due persone. In EGITTO nelle ultime ore 3 morti, centinaia di...  http://fb.me/2DiGA5tQT",64,42946
